"id","x","y","ppt","elev"
287,2688673.71,1292361.34,18.4,754
292,2692431.71,1289049.34,12.1,516
259,2678226.71,1288974.34,13.8,561
319,2701429.71,1285778.34,12.6,412
257,2676751.71,1283409.34,15.6,419
302,2696965.71,1282408.34,10,423
286,2688732.71,1282354.34,12,401
355,2715701.71,1280348.34,13.1,435
258,2677513.71,1280076.34,12.4,492
375,2723201.71,1279319.34,14.2,517
362,2717971.71,1278149.34,13.6,696
333,2708233.71,1278052.34,13.9,403
284,2688008.71,1277903.34,11.3,400
369,2720255.71,1274838.34,11.8,454
400,2736759.71,1273933.34,12.7,437
335,2709024.71,1273611.34,13.1,466
263,2680537.71,1273417.34,15.3,407
402,2738274.71,1272842.34,11.5,491
314,2700787.71,1272429.34,10.7,463
297,2694038.71,1272380.34,9.6,390
372,2721055.71,1270399.34,10.9,442
152,2616795.71,1270148.34,15.2,383
138,2612286.71,1269067.34,10.7,253
178,2628041.71,1268974.34,21.3,295
187,2630291.71,1268964.34,23.8,300
251,2673805.71,1268944.34,12.4,352
378,2725583.71,1268227.34,14,434
332,2708325.71,1268045.34,12.3,407
129,2609277.71,1267978.34,10.8,273
233,2660302.71,1267804.34,22.5,321
405,2739104.71,1267294.34,10.9,465
393,2731600.71,1267191.34,9,462
352,2715090.71,1266998.34,12.9,573
132,2610761.71,1265742.34,12.3,350
163,2621270.71,1265673.34,16.1,286
365,2719617.71,1264822.34,10.9,496
137,2612254.71,1264619.34,13.3,291
146,2613755.71,1264608.34,14.8,338
148,2615257.71,1264598.34,15.2,306
374,2723384.71,1263753.34,14.2,658
170,2625762.71,1263425.34,26,512
268,2682083.71,1263417.34,14.4,417
212,2643783.71,1262252.34,32.4,363
421,2749700.71,1261895.34,14.4,412
128,2609225.71,1261306.34,13.6,333
145,2613732.71,1261273.34,14.2,409
177,2628005.71,1261190.34,31.5,462
180,2628756.71,1261187.34,33.8,463
398,2735444.71,1260570.34,6.8,555
382,2726428.71,1260454.34,12.8,678
354,2715910.71,1260335.34,12.6,506
342,2710650.71,1260283.34,13.1,550
162,2621238.71,1260113.34,25.3,318
244,2667823.71,1260032.34,18.3,528
341,2710661.71,1259171.34,14.1,560
309,2700140.71,1259080.34,10.4,483
151,2616722.71,1259029.34,15.1,638
267,2682104.71,1258969.34,13.3,423
256,2676844.71,1258947.34,14.7,433
207,2640771.71,1258922.34,33,454
222,2652795.71,1258906.34,26.6,503
351,2715181.71,1258103.34,13.4,566
136,2612205.71,1257948.34,15.1,299
173,2626487.71,1257862.34,32.5,363
240,2665573.71,1257804.34,21.2,369
225,2655050.71,1257794.34,28.6,339
134,2611445.71,1256841.34,10.2,334
181,2629488.71,1256736.34,33.1,386
248,2671589.71,1256706.34,13.2,459
438,2758060.71,1256475.34,30.3,810
443,2761839.71,1255430.34,24.9,726
428,2753568.71,1255285.34,11.6,930
418,2748304.71,1255200.34,12.5,674
66,2570067.71,1255067.34,13.5,434
100,2590371.71,1254810.34,19.6,545
135,2612181.71,1254612.34,15.3,679
298,2694910.71,1254594.34,9.4,525
273,2684381.71,1254532.34,14.3,427
192,2633239.71,1254497.34,38,596
201,2637000.71,1254485.34,33.5,654
167,2624208.71,1253425.34,28.9,496
266,2681378.71,1253406.34,14.6,450
197,2634740.71,1253380.34,35,622
433,2756614.71,1253113.34,14.9,1006
55,2562512.71,1252956.34,10.5,598
395,2732542.71,1252746.34,6.1,633
206,2640002.71,1252252.34,36.7,642
368,2720517.71,1251488.34,13,690
169,2625702.71,1251194.34,32.5,561
250,2673110.71,1251151.34,16.4,390
450,2766435.71,1251067.34,15.6,398
427,2752138.71,1250814.34,14,962
349,2714509.71,1250313.34,8.9,738
157,2618922.71,1250119.34,32,560
415,2746887.71,1249617.34,11.1,825
404,2739360.71,1249504.34,12.6,866
90,2583536.71,1249329.34,23,912
166,2623432.71,1248982.34,38.6,586
179,2628702.71,1248956.34,35.6,762
218,2648275.71,1248902.34,25.4,388
437,2758197.71,1248692.34,39.2,426
414,2743893.71,1248459.34,11.9,720
161,2621168.71,1247882.34,40,854
274,2685168.71,1247865.34,7.5,619
394,2732615.71,1247187.34,6.3,904
346,2713790.71,1246969.34,11.8,888
331,2708518.71,1246919.34,11.9,744
308,2700235.71,1246849.34,11.5,542
384,2728111.71,1246018.34,6,843
107,2593287.71,1245883.34,17.6,421
255,2676894.71,1245604.34,16.3,583
409,2741684.71,1245090.34,13.7,1091
296,2694225.71,1244582.34,10.6,450
168,2624915.71,1244526.34,33.4,799
196,2634709.71,1244484.34,30.1,411
120,2605319.71,1243546.34,26.7,937
261,2679163.71,1243389.34,12.4,668
417,2748499.71,1242970.34,18.5,784
230,2656558.71,1242227.34,21.6,450
390,2731182.71,1241608.34,9.5,820
156,2618868.71,1241224.34,31,492
403,2739488.71,1240610.34,7.2,942
321,2703302.71,1240202.34,5.8,556
279,2686716.71,1240089.34,7.7,436
200,2636202.71,1240032.34,32.2,421
219,2651281.71,1240004.34,22.6,531
426,2752322.71,1239695.34,23.1,1096
334,2709344.71,1239142.34,8.8,838
133,2611314.71,1239051.34,30.4,529
411,2742537.71,1238430.34,11.8,1251
329,2707845.71,1238017.34,12,863
270,2682957.71,1237846.34,12,489
252,2674660.71,1237812.34,12.7,473
345,2713136.71,1236954.34,6.5,926
307,2700312.71,1236842.34,6.6,500
85,2579602.71,1236033.34,20.9,942
381,2726727.71,1235992.34,15.2,662
371,2721446.71,1235930.34,9.1,807
106,2593182.71,1235876.34,20.8,681
124,2607517.71,1235744.34,25.8,1072
278,2686740.71,1235641.34,12.4,406
242,2667123.71,1235568.34,17.8,466
60,2566005.71,1235109.34,26.6,982
172,2626374.71,1234511.34,32.7,412
232,2659578.71,1234445.34,16.5,464
412,2743358.71,1233994.34,11.6,2255
406,2740339.71,1233949.34,17.8,1328
119,2605235.71,1233539.34,28.8,1026
127,2609000.71,1232396.34,30.6,468
305,2699592.71,1232389.34,4.5,406
265,2681473.71,1232279.34,7.3,584
431,2754716.71,1231950.34,31.1,435
324,2704885.71,1231319.34,4.8,410
186,2630133.71,1231159.34,31.1,468
294,2693567.71,1230122.34,6.7,535
276,2686015.71,1230078.34,8.6,609
229,2656561.71,1228883.34,21.2,652
410,2742686.71,1228423.34,14,1113
158,2619542.71,1227876.34,35,473
430,2754791.71,1227503.34,20.5,436
399,2736658.71,1227225.34,18.4,1040
348,2714746.71,1226962.34,8.6,410
328,2707190.71,1226891.34,5.4,426
211,2643716.71,1226670.34,19.6,543
72,2571917.71,1226127.34,19.4,777
272,2684527.71,1225622.34,8.5,728
264,2681504.71,1225608.34,6.3,438
254,2676213.71,1225586.34,6,415
364,2719304.71,1224786.34,11.7,407
338,2710233.71,1224694.34,6.4,473
59,2565838.71,1223991.34,25.1,832
313,2701171.71,1223505.34,5.8,897
175,2627076.71,1223388.34,32.2,558
88,2582443.71,1221541.34,18,708
337,2710264.71,1221359.34,8.2,783
113,2602107.71,1221334.34,34.9,609
275,2686062.71,1221182.34,13.7,750
228,2656564.71,1221100.34,11.5,519
70,2571083.71,1220578.34,9.6,1298
376,2724647.71,1220399.34,18.4,423
93,2586211.71,1220384.34,25.6,451
303,2698928.71,1220152.34,6.5,1012
141,2612687.71,1220137.34,32.8,502
295,2694389.71,1220120.34,9.4,1041
429,2754923.71,1219720.34,23.5,444
386,2729200.71,1219342.34,11.5,515
312,2701206.71,1219057.34,9.1,895
185,2630082.71,1218927.34,40,654
340,2711052.71,1218030.34,10.3,900
269,2683052.71,1217831.34,9.3,999
322,2704251.71,1216858.34,7.2,904
43,2551339.71,1216441.34,28.1,1011
301,2696698.71,1214576.34,11.3,1061
289,2689883.71,1214532.34,8.6,802
188,2630821.71,1214477.34,32.7,824
253,2675496.71,1214464.34,7,503
34,2544485.71,1214340.34,22.8,934
140,2612640.71,1213466.34,37.5,549
164,2621728.71,1213408.34,44.5,732
40,2547494.71,1213173.34,26,991
58,2564914.71,1212884.34,11.9,1033
199,2636114.71,1212234.34,31.4,890
424,2751266.71,1211875.34,28.2,461
373,2723237.71,1211486.34,14.5,657
174,2627019.71,1211157.34,37.8,816
189,2631565.71,1211138.34,42.6,1027
98,2587611.71,1210360.34,30,514
360,2717946.71,1210316.34,15.5,878
311,2701276.71,1210162.34,9.1,1462
209,2642169.71,1209994.34,22.5,848
238,2664903.71,1209989.34,8.7,490
46,2558043.71,1209655.34,29,729
432,2755868.71,1208615.34,20,474
194,2633826.71,1207793.34,36.5,1089
35,2545119.71,1207655.34,29.6,1169
105,2592122.71,1206974.34,39.8,698
318,2702060.71,1206832.34,14,1635
291,2690687.71,1206752.34,8.6,456
184,2630031.71,1206696.34,41.2,1093
203,2637613.71,1206669.34,23.9,1223
56,2562538.71,1206247.34,22.3,429
247,2670977.71,1205554.34,5.9,919
231,2659602.71,1205534.34,14.2,1157
447,2766542.71,1205469.34,17.5,728
413,2744550.71,1205097.34,28.4,1281
69,2570863.71,1205012.34,33,431
84,2579205.71,1204901.34,33.4,435
26,2536715.71,1204479.34,23.4,1097
217,2647467.71,1204425.34,16.6,912
453,2769597.71,1204415.34,20.5,854
304,2699811.71,1203479.34,10.6,698
235,2661121.71,1203312.34,7.1,1775
243,2667951.71,1202211.34,3.2,458
441,2760534.71,1202023.34,24,514
42,2551087.71,1201987.34,22.5,578
323,2705149.71,1200186.34,16.2,1126
359,2718064.71,1199196.34,19.9,886
171,2626203.71,1198929.34,42.9,814
78,2575324.71,1198279.34,34.2,464
111,2598103.71,1198018.34,43.4,606
388,2730998.71,1197123.34,27.1,983
23,2533523.71,1196758.34,19.1,833
423,2751519.71,1196309.34,23,1275
91,2584409.71,1195940.34,34.7,582
150,2615552.71,1195654.34,51.7,697
271,2684677.71,1195600.34,5.9,1327
28,2538057.71,1195555.34,18.3,1152
202,2637581.71,1195550.34,18.5,946
339,2711284.71,1193568.34,19,1612
117,2604139.71,1193516.34,43.4,525
210,2643654.71,1193311.34,14.5,946
234,2661132.71,1193304.34,5.7,565
65,2569170.71,1192803.34,28.9,555
353,2716615.71,1192509.34,24.7,1585
464,2786577.71,1191419.34,12.1,1429
310,2701423.71,1191259.34,17.1,1422
288,2690021.71,1191181.34,3.3,459
79,2575981.71,1190485.34,38.2,597
195,2634524.71,1190000.34,25.1,890
434,2758471.71,1189753.34,17,631
24,2534125.71,1188960.34,19.4,579
458,2779806.71,1187937.34,9.2,2418
416,2749382.71,1187378.34,29.8,604
401,2739493.71,1187230.34,22,1085
15,2524951.71,1186928.34,21,1115
445,2764614.71,1186526.34,7.2,1358
54,2561467.71,1186246.34,32.2,471
104,2591899.71,1185848.34,39.3,808
460,2782895.71,1185778.34,6.7,1720
130,2609399.71,1185690.34,19.2,551
249,2673314.71,1185546.34,6,1024
224,2655053.71,1185517.34,5.3,775
475,2816399.71,1185477.34,0,1192
53,2561449.71,1185134.34,30.1,489
380,2727349.71,1184846.34,22.1,1217
114,2602542.71,1184634.34,40.6,783
19,2529446.71,1183495.34,21.7,627
160,2620800.71,1183390.34,22.3,929
236,2663426.71,1183300.34,9,1322
30,2539319.71,1182184.34,10.7,433
223,2654291.71,1182182.34,7.2,866
452,2770025.71,1182179.34,12.6,1656
462,2785275.71,1181380.34,10,1871
17,2527115.71,1181320.34,23.4,663
420,2750249.71,1180719.34,31.3,634
77,2575087.71,1180489.34,49.3,673
396,2734257.71,1180485.34,24.1,775
300,2696179.71,1180101.34,27,1079
469,2800556.71,1179508.34,0.8,1512
112,2600208.71,1179094.34,35.1,1160
20,2530114.71,1179032.34,10,482
144,2613157.71,1178990.34,20,567
92,2584961.71,1178141.34,41.5,973
370,2722097.71,1178112.34,34.3,1156
358,2717526.71,1178062.34,28.7,858
22,2531615.71,1177889.34,7.9,437
216,2646672.71,1177739.34,6.8,586
122,2605522.71,1176825.34,22.1,700
246,2668770.71,1176638.34,7.1,1220
32,2541498.71,1176582.34,23,585
38,2546070.71,1176497.34,30,770
99,2587984.71,1175882.34,40.5,953
227,2656577.71,1175510.34,7.3,618
440,2761008.71,1175340.34,18.6,1633
14,2518588.71,1174834.34,25.5,961
457,2777035.71,1174533.34,8.2,2022
470,2801454.71,1173969.34,0.6,1489
387,2731296.71,1173774.34,26.9,902
327,2707662.71,1173519.34,17.1,1108
21,2530761.71,1173458.34,12,440
25,2535335.71,1173365.34,13.3,602
39,2546772.71,1173148.34,27.8,810
422,2751898.71,1172961.34,13.2,836
52,2561259.71,1172904.34,32.4,785
147,2614629.71,1171197.34,14.3,626
190,2632171.71,1171105.34,8.2,568
449,2767951.71,1171018.34,17,1144
408,2742780.71,1170596.34,21.8,1620
12,2510860.71,1170565.34,22.8,1106
306,2700825.71,1170127.34,20.9,1364
454,2771023.71,1169964.34,18.4,1597
442,2761869.71,1169794.34,19,929
41,2550526.71,1169744.34,37.1,615
473,2809191.71,1169713.34,0.5,1863
154,2617666.71,1168953.34,14.2,690
277,2687100.71,1168925.34,12.9,1091
474,2815323.71,1168762.34,2.9,2078
71,2571109.71,1168310.34,58.5,753
377,2726025.71,1168149.34,25.4,1606
125,2607738.71,1167911.34,19.8,724
237,2664211.71,1167734.34,14,1274
86,2580252.71,1167078.34,39,1121
285,2689402.71,1166714.34,26.2,1926
262,2680242.71,1166668.34,18.5,1816
27,2537492.71,1166649.34,21.4,642
455,2775690.71,1165608.34,1,1433
109,2595495.71,1164683.34,17.4,1279
282,2687887.71,1164482.34,14.9,2122
213,2645891.71,1164397.34,14.1,1348
33,2543557.71,1164309.34,29,849
389,2732187.71,1163777.34,34.8,1358
476,2827690.71,1163543.34,1.5,1993
18,2528263.71,1163500.34,11,541
8,2506091.71,1162895.34,19,1024
76,2574087.71,1162709.34,40.7,811
97,2587071.71,1162548.34,28.3,1186
444,2764299.71,1162052.34,19,1450
198,2635189.71,1161086.34,9.4,1217
419,2750567.71,1160706.34,9.4,1157
149,2615318.71,1160072.34,9.7,779
159,2620667.71,1160040.34,14.5,1001
205,2639007.71,1159963.34,11.8,1941
50,2560287.71,1159574.34,43.2,943
379,2727659.71,1159273.34,28.5,2065
241,2667285.71,1157732.34,14.8,1909
6,2501367.71,1157452.34,26.3,1276
193,2633646.71,1156644.34,12.3,884
407,2742992.71,1156141.34,27.6,1570
63,2567116.71,1156134.34,15.4,1503
13,2514336.71,1156023.34,15.1,691
108,2593878.71,1155803.34,12.1,961
461,2785856.71,1154698.34,1.6,1719
29,2538019.71,1154404.34,33.4,525
245,2668821.71,1154399.34,6.2,1379
344,2713957.71,1153562.34,45.2,966
16,2526523.71,1153526.34,21,380
281,2687949.71,1153362.34,34.5,1312
425,2752986.71,1152960.34,12.9,2177
48,2558652.71,1152927.34,38.3,841
392,2733095.71,1152668.34,28.3,1916
293,2694076.71,1152287.34,34.6,996
31,2540271.71,1152136.34,37.1,376
37,2545627.71,1152037.34,39.4,784
11,2508877.71,1151704.34,14.9,850
123,2606077.71,1151244.34,11.9,1857
239,2665768.71,1151057.34,17.9,1356
36,2545607.71,1150925.34,39.4,548
463,2787483.71,1150285.34,3.9,1927
153,2616784.71,1150055.34,12.1,1185
126,2608356.71,1149002.34,14.1,1406
81,2576190.71,1148224.34,26.4,981
317,2702527.71,1147900.34,35.9,751
448,2768391.71,1147670.34,9.6,2019
1,2494987.71,1147607.34,21.5,1240
44,2553203.71,1147456.34,32.3,412
391,2733167.71,1147109.34,26.1,1669
436,2759987.71,1146405.34,6.5,2141
51,2560843.71,1146220.34,41.5,997
465,2792942.71,1145959.34,4,2081
118,2604500.71,1145697.34,13.5,1657
3,2496431.71,1144232.34,27.1,1359
47,2557744.71,1144045.34,29.7,370
95,2586092.71,1143655.34,13.1,1097
456,2777669.71,1143403.34,9.9,2230
101,2589912.71,1142501.34,10.4,1276
459,2781523.71,1142371.34,3.6,3053
466,2796876.71,1141601.34,1.8,2332
7,2501709.71,1140758.34,14.9,511
9,2506308.71,1140643.34,18.7,431
176,2627454.71,1139990.34,3.7,1985
75,2573007.71,1139370.34,26.8,1551
221,2652754.71,1138816.34,3.4,1267
397,2736350.71,1138255.34,25.7,780
220,2651987.71,1137704.34,2,1456
451,2769345.71,1137679.34,13.1,1646
467,2798514.71,1137190.34,3,1669
96,2586784.71,1136975.34,16.5,1453
143,2612864.71,1136738.34,5.2,1393
68,2569893.71,1136077.34,21.3,1123
226,2656589.71,1135480.34,7.8,1751
468,2800101.71,1135004.34,2,1058
350,2716445.71,1134683.34,50.3,1119
82,2576769.71,1133760.34,18,1179
435,2760219.71,1133064.34,5.8,819
320,2704185.71,1132346.34,27.8,1172
49,2559083.71,1131790.34,25.5,383
139,2612050.71,1130071.34,5.5,577
280,2688077.71,1130012.34,40.2,413
260,2679629.71,1129971.34,35.4,1597
208,2641232.71,1129935.34,3,725
115,2602825.71,1129032.34,9.9,1226
383,2728803.71,1128149.34,16.4,2075
183,2629703.71,1127748.34,1.7,831
121,2605111.71,1126789.34,4.7,546
471,2805720.71,1125130.34,5.5,1188
67,2569738.71,1124958.34,21.4,837
4,2498213.71,1124162.34,16.6,410
74,2572028.71,1123814.34,22,1232
10,2508179.71,1122800.34,22,464
62,2565863.71,1122790.34,21.4,428
385,2730409.71,1122609.34,19.6,327
45,2553543.71,1121871.34,33.8,1346
191,2632752.71,1121065.34,1.3,1577
103,2591200.71,1119135.34,4.5,737
2,2494993.71,1118684.34,16.7,389
316,2702773.71,1116767.34,31.2,1378
290,2691228.71,1116686.34,44.4,607
182,2629658.71,1116629.34,0,1987
215,2646590.71,1116583.34,9.8,1463
94,2585777.71,1115858.34,5.1,977
361,2719716.71,1115812.34,24,217
110,2595773.71,1114640.34,9.8,1229
131,2609631.71,1114521.34,4.3,1411
330,2709729.71,1113490.34,22.7,197
315,2702799.71,1113431.34,30.8,208
283,2688944.71,1112225.34,44.1,573
142,2612687.71,1111164.34,6.5,1787
64,2567995.71,1110526.34,8.3,458
325,2706677.71,1110127.34,20.8,954
299,2696677.71,1107826.34,27.8,193
61,2565635.71,1107224.34,9.9,1045
116,2603406.71,1106787.34,3.9,1681
73,2571016.71,1106035.34,11.4,894
204,2638864.71,1105478.34,5.8,2226
89,2581782.71,1103673.34,5.7,1107
336,2711362.71,1103497.34,9,550
57,2561697.71,1101723.34,8.2,1392
80,2575541.71,1098190.34,3.3,910
165,2622631.71,1097759.34,10.8,1961
357,2718384.71,1095782.34,1.6,236
102,2590945.71,1094673.34,7.8,2054
347,2716078.71,1094647.34,7.4,236
87,2580837.71,1089228.34,9.8,1630
367,2722355.71,1085817.34,0,781
366,2722404.71,1081370.34,0,722
363,2720880.71,1079129.34,0.1,396
356,2718568.71,1077992.34,0,278
